"","Regi√£o","C√≥gigo_UF","UF","0 dias nos √∫ltimos sete dias n","0 dias nos √∫ltimos sete dias %","1 dia nos ultimos sete dias n","1 dia nos ultimos sete dias %","2 dias nos √∫ltimos sete dias n","2 dias nos √∫ltimos sete dias %","3 dias nos √∫ltimos sete dias n","3 dias nos √∫ltimos sete dias %","4 dias nos √∫ltimos sete dias n","4 dias nos √∫ltimos sete dias %","5 dias nos √∫ltimos sete dias n","5 dias nos √∫ltimos sete dias %","6 dias nos √∫ltimos sete dias n","6 dias nos √∫ltimos sete dias %","Todos os √∫ltimos sete dias n","Todos os √∫ltimos sete dias %","Total de indiv√≠duos","ano","grupo"
"1454","CENTRO-OESTE",52,"GO",120,"8%",124,"8%",202,"13%",174,"11%",137,"9%",137,"9%",102,"6%",601,"38%",1597,"2012","frutas frescas"
"1455","CENTRO-OESTE",50,"MS",206,"8%",194,"8%",276,"11%",302,"12%",256,"10%",213,"8%",179,"7%",935,"37%",2561,"2012","frutas frescas"
"1456","CENTRO-OESTE",51,"MT",344,"11%",309,"9%",353,"11%",378,"12%",243,"7%",184,"6%",150,"5%",1293,"40%",3254,"2012","frutas frescas"
"1457","TOTAL REGI√O CENTRO-OESTE",NA,"",792,"9%",722,"8%",959,"10%",1026,"11%",719,"8%",613,"7%",487,"5%",3851,"42%",9169,"2012","frutas frescas"
"1458","NORDESTE",27,"AL",110,"6%",144,"7%",215,"11%",261,"13%",164,"8%",147,"7%",106,"5%",850,"43%",1997,"2012","frutas frescas"
"1459","NORDESTE",29,"BA",237,"7%",264,"7%",398,"11%",403,"11%",251,"7%",230,"6%",175,"5%",1589,"45%",3547,"2012","frutas frescas"
"1460","NORDESTE",23,"CE",319,"10%",294,"9%",484,"15%",445,"14%",213,"7%",158,"5%",133,"4%",1108,"35%",3154,"2012","frutas frescas"
"1461","NORDESTE",21,"MA",144,"13%",122,"11%",219,"19%",179,"16%",74,"7%",67,"6%",44,"4%",275,"24%",1124,"2012","frutas frescas"
"1462","NORDESTE",25,"PB",53,"6%",52,"6%",77,"8%",82,"9%",250,"27%",45,"5%",34,"4%",317,"35%",910,"2012","frutas frescas"
"1463","NORDESTE",26,"PE",51,"7%",45,"6%",128,"18%",139,"19%",59,"8%",32,"4%",29,"4%",248,"34%",731,"2012","frutas frescas"
"1464","NORDESTE",22,"PI",89,"12%",99,"14%",106,"15%",103,"14%",62,"9%",45,"6%",24,"3%",195,"27%",723,"2012","frutas frescas"
"1465","NORDESTE",24,"RN",15,"7%",20,"9%",28,"12%",33,"15%",9,"4%",12,"5%",7,"3%",102,"45%",226,"2012","frutas frescas"
"1466","NORDESTE",28,"SE",0,NA,1,"100%",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"2012","frutas frescas"
"1467","TOTAL REGI√O NORDESTE",NA,"",1018,"8%",1041,"8%",1655,"13%",1645,"13%",1082,"9%",736,"6%",552,"4%",4684,"38%",12413,"2012","frutas frescas"
"1468","NORTE",12,"AC",0,NA,0,NA,1,"33%",2,"67%",0,NA,0,NA,0,NA,0,NA,3,"2012","frutas frescas"
"1469","NORTE",13,"AM",34,"11%",49,"15%",64,"20%",61,"19%",7,"2%",11,"3%",19,"6%",76,"24%",321,"2012","frutas frescas"
"1470","NORTE",16,"AP",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2012","frutas frescas"
"1471","NORTE",15,"PA",423,"10%",483,"11%",633,"15%",588,"14%",271,"6%",282,"7%",218,"5%",1303,"31%",4201,"2012","frutas frescas"
"1472","NORTE",11,"RO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,"100%",2,"2012","frutas frescas"
"1473","NORTE",14,"RR",1,"6%",3,"18%",0,NA,5,"29%",1,"6%",3,"18%",2,"12%",2,"12%",17,"2012","frutas frescas"
"1474","NORTE",17,"TO",71,"11%",75,"11%",116,"18%",109,"16%",53,"8%",38,"6%",35,"5%",165,"25%",662,"2012","frutas frescas"
"1475","TOTAL REGI√O NORTE",NA,"",529,"10%",610,"12%",814,"16%",765,"15%",332,"6%",334,"6%",274,"5%",1548,"30%",5206,"2012","frutas frescas"
"1476","SUDESTE",32,"ES",29,"8%",35,"10%",43,"12%",52,"14%",17,"5%",14,"4%",11,"3%",163,"45%",364,"2012","frutas frescas"
"1477","SUDESTE",31,"MG",474,"7%",507,"8%",768,"12%",784,"12%",581,"9%",451,"7%",431,"7%",2423,"38%",6419,"2012","frutas frescas"
"1478","SUDESTE",33,"RJ",122,"7%",129,"7%",181,"10%",192,"11%",112,"6%",98,"6%",99,"6%",827,"47%",1760,"2012","frutas frescas"
"1479","SUDESTE",35,"SP",1132,"11%",958,"9%",1319,"13%",1361,"13%",791,"8%",477,"5%",348,"3%",3884,"38%",10270,"2012","frutas frescas"
"1480","TOTAL REGI√O SUDESTE",NA,"",1757,"9%",1629,"9%",2311,"12%",2389,"13%",1501,"8%",1040,"6%",889,"5%",7297,"39%",18813,"2012","frutas frescas"
"1481","SUL",41,"PR",165,"7%",194,"9%",227,"10%",229,"10%",162,"7%",138,"6%",100,"4%",1030,"46%",2245,"2012","frutas frescas"
"1482","SUL",43,"RS",50,"7%",29,"4%",42,"6%",71,"10%",50,"7%",41,"6%",25,"3%",425,"58%",733,"2012","frutas frescas"
"1483","SUL",42,"SC",37,"4%",66,"7%",93,"10%",106,"11%",89,"9%",96,"10%",71,"7%",396,"42%",954,"2012","frutas frescas"
"1484","TOTAL REGI√O SUL",NA,"",252,"6%",289,"7%",362,"9%",406,"10%",301,"8%",275,"7%",196,"5%",1851,"47%",3932,"2012","frutas frescas"
"1485","TOTAL BRASIL",NA,"",4348,"9%",4291,"9%",6101,"12%",6231,"13%",3935,"8%",2998,"6%",2398,"5%",19231,"39%",49533,"2012","frutas frescas"
"1486","CENTRO-OESTE",53,"DF",806,"46%",470,"27%",217,"12%",102,"6%",42,"2%",27,"2%",26,"1%",67,"4%",1757,"2012","hamburguer, embutidos"
"1487","CENTRO-OESTE",52,"GO",819,"51%",327,"20%",172,"11%",89,"6%",88,"6%",46,"3%",22,"1%",34,"2%",1597,"2012","hamburguer, embutidos"
"1488","CENTRO-OESTE",50,"MS",1075,"42%",581,"23%",335,"13%",231,"9%",103,"4%",86,"3%",45,"2%",105,"4%",2561,"2012","hamburguer, embutidos"
"1489","CENTRO-OESTE",51,"MT",1698,"52%",700,"22%",364,"11%",171,"5%",94,"3%",47,"1%",39,"1%",141,"4%",3254,"2012","hamburguer, embutidos"
"1490","TOTAL REGI√O CENTRO-OESTE",NA,"",4398,"48%",2078,"23%",1088,"12%",593,"6%",327,"4%",206,"2%",132,"1%",347,"4%",9169,"2012","hamburguer, embutidos"
"1491","NORDESTE",27,"AL",879,"44%",331,"17%",332,"17%",195,"10%",85,"4%",60,"3%",25,"1%",90,"5%",1997,"2012","hamburguer, embutidos"
"1492","NORDESTE",29,"BA",2019,"57%",706,"20%",425,"12%",164,"5%",67,"2%",44,"1%",22,"1%",100,"3%",3547,"2012","hamburguer, embutidos"
"1493","NORDESTE",23,"CE",1822,"58%",524,"17%",399,"13%",186,"6%",75,"2%",47,"1%",24,"1%",77,"2%",3154,"2012","hamburguer, embutidos"
"1494","NORDESTE",21,"MA",643,"57%",195,"17%",149,"13%",59,"5%",23,"2%",15,"1%",8,"1%",32,"3%",1124,"2012","hamburguer, embutidos"
"1495","NORDESTE",25,"PB",347,"38%",129,"14%",96,"11%",255,"28%",24,"3%",17,"2%",6,"1%",36,"4%",910,"2012","hamburguer, embutidos"
"1496","NORDESTE",26,"PE",328,"45%",133,"18%",141,"19%",62,"8%",17,"2%",10,"1%",13,"2%",27,"4%",731,"2012","hamburguer, embutidos"
"1497","NORDESTE",22,"PI",446,"62%",108,"15%",82,"11%",39,"5%",20,"3%",9,"1%",11,"2%",8,"1%",723,"2012","hamburguer, embutidos"
"1498","NORDESTE",24,"RN",83,"37%",46,"20%",42,"19%",25,"11%",7,"3%",1,"0%",5,"2%",17,"8%",226,"2012","hamburguer, embutidos"
"1499","NORDESTE",28,"SE",0,NA,0,NA,1,"100%",0,NA,0,NA,0,NA,0,NA,0,NA,1,"2012","hamburguer, embutidos"
"1500","TOTAL REGI√O NORDESTE",NA,"",6567,"53%",2172,"17%",1667,"13%",985,"8%",318,"3%",203,"2%",114,"1%",387,"3%",12413,"2012","hamburguer, embutidos"
"1501","NORTE",12,"AC",0,NA,0,NA,1,"33%",1,"33%",1,"33%",0,NA,0,NA,0,NA,3,"2012","hamburguer, embutidos"
"1502","NORTE",13,"AM",159,"50%",62,"19%",49,"15%",17,"5%",15,"5%",6,"2%",2,"1%",11,"3%",321,"2012","hamburguer, embutidos"
"1503","NORTE",16,"AP",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2012","hamburguer, embutidos"
"1504","NORTE",15,"PA",2248,"54%",772,"18%",577,"14%",274,"7%",124,"3%",54,"1%",48,"1%",104,"2%",4201,"2012","hamburguer, embutidos"
"1505","NORTE",11,"RO",1,"50%",0,NA,1,"50%",0,NA,0,NA,0,NA,0,NA,0,NA,2,"2012","hamburguer, embutidos"
"1506","NORTE",14,"RR",8,"47%",4,"24%",4,"24%",1,"6%",0,NA,0,NA,0,NA,0,NA,17,"2012","hamburguer, embutidos"
"1507","NORTE",17,"TO",381,"58%",118,"18%",61,"9%",40,"6%",19,"3%",18,"3%",13,"2%",12,"2%",662,"2012","hamburguer, embutidos"
"1508","TOTAL REGI√O NORTE",NA,"",2797,"54%",956,"18%",693,"13%",333,"6%",159,"3%",78,"1%",63,"1%",127,"2%",5206,"2012","hamburguer, embutidos"
"1509","SUDESTE",32,"ES",193,"53%",70,"19%",45,"12%",22,"6%",11,"3%",4,"1%",5,"1%",14,"4%",364,"2012","hamburguer, embutidos"
"1510","SUDESTE",31,"MG",2562,"40%",1598,"25%",984,"15%",568,"9%",284,"4%",134,"2%",87,"1%",202,"3%",6419,"2012","hamburguer, embutidos"
"1511","SUDESTE",33,"RJ",582,"33%",460,"26%",317,"18%",160,"9%",69,"4%",43,"2%",29,"2%",100,"6%",1760,"2012","hamburguer, embutidos"
"1512","SUDESTE",35,"SP",4120,"40%",2564,"25%",1538,"15%",846,"8%",332,"3%",196,"2%",134,"1%",540,"5%",10270,"2012","hamburguer, embutidos"
"1513","TOTAL REGI√O SUDESTE",NA,"",7457,"40%",4692,"25%",2884,"15%",1596,"8%",696,"4%",377,"2%",255,"1%",856,"5%",18813,"2012","hamburguer, embutidos"
"1514","SUL",41,"PR",953,"42%",522,"23%",316,"14%",176,"8%",77,"3%",37,"2%",43,"2%",121,"5%",2245,"2012","hamburguer, embutidos"
"1515","SUL",43,"RS",250,"34%",134,"18%",103,"14%",70,"10%",28,"4%",22,"3%",9,"1%",117,"16%",733,"2012","hamburguer, embutidos"
"1516","SUL",42,"SC",222,"23%",213,"22%",201,"21%",84,"9%",74,"8%",41,"4%",29,"3%",90,"9%",954,"2012","hamburguer, embutidos"
"1517","TOTAL REGI√O SUL",NA,"",1425,"36%",869,"22%",620,"16%",330,"8%",179,"5%",100,"3%",81,"2%",328,"8%",3932,"2012","hamburguer, embutidos"
"1518","TOTAL BRASIL",NA,"",22644,"46%",10767,"22%",6952,"14%",3837,"8%",1679,"3%",964,"2%",645,"1%",2045,"4%",49533,"2012","hamburguer, embutidos"
"1519","CENTRO-OESTE",53,"DF",413,"24%",221,"13%",291,"17%",221,"13%",121,"7%",70,"4%",42,"2%",378,"22%",1757,"2012","legumes, verduras cozidas"
"1520","CENTRO-OESTE",52,"GO",268,"17%",164,"10%",196,"12%",182,"11%",144,"9%",116,"7%",83,"5%",444,"28%",1597,"2012","legumes, verduras cozidas"
"1521","CENTRO-OESTE",50,"MS",732,"29%",413,"16%",422,"16%",290,"11%",180,"7%",126,"5%",107,"4%",291,"11%",2561,"2012","legumes, verduras cozidas"
"1522","CENTRO-OESTE",51,"MT",944,"29%",489,"15%",522,"16%",368,"11%",180,"6%",117,"4%",98,"3%",536,"16%",3254,"2012","legumes, verduras cozidas"
"1523","TOTAL REGI√O CENTRO-OESTE",NA,"",2357,"26%",1287,"14%",1431,"16%",1061,"12%",625,"7%",429,"5%",330,"4%",1649,"18%",9169,"2012","legumes, verduras cozidas"
"1524","NORDESTE",27,"AL",471,"24%",248,"12%",310,"16%",198,"10%",127,"6%",98,"5%",44,"2%",501,"25%",1997,"2012","legumes, verduras cozidas"
"1525","NORDESTE",29,"BA",796,"22%",431,"12%",573,"16%",425,"12%",195,"5%",157,"4%",150,"4%",820,"23%",3547,"2012","legumes, verduras cozidas"
"1526","NORDESTE",23,"CE",1450,"46%",498,"16%",482,"15%",259,"8%",91,"3%",70,"2%",32,"1%",272,"9%",3154,"2012","legumes, verduras cozidas"
"1527","NORDESTE",21,"MA",365,"32%",229,"20%",208,"19%",112,"10%",49,"4%",33,"3%",31,"3%",97,"9%",1124,"2012","legumes, verduras cozidas"
"1528","NORDESTE",25,"PB",227,"25%",89,"10%",119,"13%",84,"9%",252,"28%",22,"2%",19,"2%",98,"11%",910,"2012","legumes, verduras cozidas"
"1529","NORDESTE",26,"PE",310,"42%",111,"15%",108,"15%",73,"10%",25,"3%",25,"3%",12,"2%",67,"9%",731,"2012","legumes, verduras cozidas"
"1530","NORDESTE",22,"PI",283,"39%",141,"20%",140,"19%",67,"9%",21,"3%",16,"2%",15,"2%",40,"6%",723,"2012","legumes, verduras cozidas"
"1531","NORDESTE",24,"RN",88,"39%",29,"13%",20,"9%",30,"13%",7,"3%",9,"4%",6,"3%",37,"16%",226,"2012","legumes, verduras cozidas"
"1532","NORDESTE",28,"SE",0,NA,0,NA,1,"100%",0,NA,0,NA,0,NA,0,NA,0,NA,1,"2012","legumes, verduras cozidas"
"1533","TOTAL REGI√O NORDESTE",NA,"",3990,"32%",1776,"14%",1961,"16%",1248,"10%",767,"6%",430,"3%",309,"2%",1932,"16%",12413,"2012","legumes, verduras cozidas"
"1534","NORTE",12,"AC",0,NA,1,"33%",1,"33%",1,"33%",0,NA,0,NA,0,NA,0,NA,3,"2012","legumes, verduras cozidas"
"1535","NORTE",13,"AM",126,"39%",48,"15%",46,"14%",33,"10%",5,"2%",5,"2%",13,"4%",45,"14%",321,"2012","legumes, verduras cozidas"
"1536","NORTE",16,"AP",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2012","legumes, verduras cozidas"
"1537","NORTE",15,"PA",1107,"26%",818,"19%",890,"21%",524,"12%",191,"5%",102,"2%",128,"3%",441,"10%",4201,"2012","legumes, verduras cozidas"
"1538","NORTE",11,"RO",0,NA,0,NA,0,NA,1,"50%",0,NA,0,NA,0,NA,1,"50%",2,"2012","legumes, verduras cozidas"
"1539","NORTE",14,"RR",4,"24%",1,"6%",3,"18%",5,"29%",0,NA,1,"6%",0,NA,3,"18%",17,"2012","legumes, verduras cozidas"
"1540","NORTE",17,"TO",167,"25%",127,"19%",124,"19%",92,"14%",41,"6%",30,"5%",27,"4%",54,"8%",662,"2012","legumes, verduras cozidas"
"1541","TOTAL REGI√O NORTE",NA,"",1404,"27%",995,"19%",1064,"20%",656,"13%",237,"5%",138,"3%",168,"3%",544,"10%",5206,"2012","legumes, verduras cozidas"
"1542","SUDESTE",32,"ES",62,"17%",47,"13%",63,"17%",36,"10%",17,"5%",15,"4%",13,"4%",111,"30%",364,"2012","legumes, verduras cozidas"
"1543","SUDESTE",31,"MG",738,"11%",613,"10%",880,"14%",856,"13%",619,"10%",572,"9%",505,"8%",1636,"25%",6419,"2012","legumes, verduras cozidas"
"1544","SUDESTE",33,"RJ",399,"23%",214,"12%",262,"15%",236,"13%",112,"6%",92,"5%",63,"4%",382,"22%",1760,"2012","legumes, verduras cozidas"
"1545","SUDESTE",35,"SP",2677,"26%",1396,"14%",1781,"17%",1365,"13%",655,"6%",357,"3%",275,"3%",1764,"17%",10270,"2012","legumes, verduras cozidas"
"1546","TOTAL REGI√O SUDESTE",NA,"",3876,"21%",2270,"12%",2986,"16%",2493,"13%",1403,"7%",1036,"6%",856,"5%",3893,"21%",18813,"2012","legumes, verduras cozidas"
"1547","SUL",41,"PR",654,"29%",329,"15%",373,"17%",290,"13%",124,"6%",92,"4%",54,"2%",329,"15%",2245,"2012","legumes, verduras cozidas"
"1548","SUL",43,"RS",212,"29%",108,"15%",121,"17%",106,"14%",35,"5%",20,"3%",13,"2%",118,"16%",733,"2012","legumes, verduras cozidas"
"1549","SUL",42,"SC",160,"17%",137,"14%",124,"13%",142,"15%",102,"11%",85,"9%",51,"5%",153,"16%",954,"2012","legumes, verduras cozidas"
"1550","TOTAL REGI√O SUL",NA,"",1026,"26%",574,"15%",618,"16%",538,"14%",261,"7%",197,"5%",118,"3%",600,"15%",3932,"2012","legumes, verduras cozidas"
"1551","TOTAL BRASIL",NA,"",12653,"26%",6902,"14%",8060,"16%",5996,"12%",3293,"7%",2230,"5%",1781,"4%",8618,"17%",49533,"2012","legumes, verduras cozidas"
"1552","CENTRO-OESTE",53,"DF",222,"13%",96,"5%",126,"7%",117,"7%",75,"4%",50,"3%",40,"2%",1031,"59%",1757,"2012","leite"
"1553","CENTRO-OESTE",52,"GO",190,"12%",105,"7%",130,"8%",131,"8%",96,"6%",83,"5%",75,"5%",787,"49%",1597,"2012","leite"
"1554","CENTRO-OESTE",50,"MS",384,"15%",204,"8%",244,"10%",249,"10%",214,"8%",150,"6%",111,"4%",1005,"39%",2561,"2012","leite"
"1555","CENTRO-OESTE",51,"MT",624,"19%",263,"8%",293,"9%",257,"8%",140,"4%",104,"3%",92,"3%",1481,"46%",3254,"2012","leite"
"1556","TOTAL REGI√O CENTRO-OESTE",NA,"",1420,"15%",668,"7%",793,"9%",754,"8%",525,"6%",387,"4%",318,"3%",4304,"47%",9169,"2012","leite"
"1557","NORDESTE",27,"AL",236,"12%",153,"8%",255,"13%",218,"11%",143,"7%",89,"4%",82,"4%",821,"41%",1997,"2012","leite"
"1558","NORDESTE",29,"BA",538,"15%",324,"9%",414,"12%",300,"8%",167,"5%",130,"4%",104,"3%",1570,"44%",3547,"2012","leite"
"1559","NORDESTE",23,"CE",767,"24%",262,"8%",291,"9%",213,"7%",144,"5%",110,"3%",76,"2%",1291,"41%",3154,"2012","leite"
"1560","NORDESTE",21,"MA",203,"18%",78,"7%",96,"9%",90,"8%",39,"3%",21,"2%",31,"3%",566,"50%",1124,"2012","leite"
"1561","NORDESTE",25,"PB",110,"12%",275,"30%",63,"7%",62,"7%",38,"4%",31,"3%",29,"3%",302,"33%",910,"2012","leite"
"1562","NORDESTE",26,"PE",106,"15%",91,"12%",115,"16%",86,"12%",33,"5%",25,"3%",23,"3%",252,"34%",731,"2012","leite"
"1563","NORDESTE",22,"PI",120,"17%",43,"6%",44,"6%",42,"6%",17,"2%",22,"3%",10,"1%",425,"59%",723,"2012","leite"
"1564","NORDESTE",24,"RN",42,"19%",22,"10%",20,"9%",19,"8%",10,"4%",0,NA,9,"4%",104,"46%",226,"2012","leite"
"1565","NORDESTE",28,"SE",0,NA,1,"100%",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"2012","leite"
"1566","TOTAL REGI√O NORDESTE",NA,"",2122,"17%",1249,"10%",1298,"10%",1030,"8%",591,"5%",428,"3%",364,"3%",5331,"43%",12413,"2012","leite"
"1567","NORTE",12,"AC",0,NA,0,NA,3,"100%",0,NA,0,NA,0,NA,0,NA,0,NA,3,"2012","leite"
"1568","NORTE",13,"AM",47,"15%",35,"11%",43,"13%",38,"12%",9,"3%",8,"2%",14,"4%",127,"40%",321,"2012","leite"
"1569","NORTE",16,"AP",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2012","leite"
"1570","NORTE",15,"PA",765,"18%",310,"7%",345,"8%",338,"8%",186,"4%",199,"5%",158,"4%",1900,"45%",4201,"2012","leite"
"1571","NORTE",11,"RO",1,"50%",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"50%",2,"2012","leite"
"1572","NORTE",14,"RR",3,"18%",0,NA,2,"12%",3,"18%",0,NA,1,"6%",0,NA,8,"47%",17,"2012","leite"
"1573","NORTE",17,"TO",119,"18%",89,"13%",57,"9%",57,"9%",40,"6%",21,"3%",28,"4%",251,"38%",662,"2012","leite"
"1574","TOTAL REGI√O NORTE",NA,"",935,"18%",434,"8%",450,"9%",436,"8%",235,"5%",229,"4%",200,"4%",2287,"44%",5206,"2012","leite"
"1575","SUDESTE",32,"ES",56,"15%",28,"8%",41,"11%",35,"10%",19,"5%",13,"4%",8,"2%",164,"45%",364,"2012","leite"
"1576","SUDESTE",31,"MG",696,"11%",431,"7%",601,"9%",560,"9%",374,"6%",351,"5%",317,"5%",3089,"48%",6419,"2012","leite"
"1577","SUDESTE",33,"RJ",200,"11%",90,"5%",131,"7%",151,"9%",76,"4%",60,"3%",45,"3%",1007,"57%",1760,"2012","leite"
"1578","SUDESTE",35,"SP",1576,"15%",760,"7%",771,"8%",656,"6%",355,"3%",279,"3%",182,"2%",5691,"55%",10270,"2012","leite"
"1579","TOTAL REGI√O SUDESTE",NA,"",2528,"13%",1309,"7%",1544,"8%",1402,"7%",824,"4%",703,"4%",552,"3%",9951,"53%",18813,"2012","leite"
"1580","SUL",41,"PR",303,"13%",128,"6%",161,"7%",161,"7%",106,"5%",93,"4%",82,"4%",1211,"54%",2245,"2012","leite"
"1581","SUL",43,"RS",91,"12%",33,"5%",43,"6%",45,"6%",20,"3%",18,"2%",33,"5%",450,"61%",733,"2012","leite"
"1582","SUL",42,"SC",62,"6%",52,"5%",77,"8%",81,"8%",53,"6%",49,"5%",54,"6%",526,"55%",954,"2012","leite"
"1583","TOTAL REGI√O SUL",NA,"",456,"12%",213,"5%",281,"7%",287,"7%",179,"5%",160,"4%",169,"4%",2187,"56%",3932,"2012","leite"
"1584","TOTAL BRASIL",NA,"",7461,"15%",3873,"8%",4366,"9%",3909,"8%",2354,"5%",1907,"4%",1603,"3%",24060,"49%",49533,"2012","leite"
"1585","CENTRO-OESTE",53,"DF",682,"39%",350,"20%",239,"14%",139,"8%",82,"5%",45,"3%",36,"2%",184,"10%",1757,"2012","refrigerante"
"1586","CENTRO-OESTE",52,"GO",503,"31%",235,"15%",215,"13%",188,"12%",108,"7%",95,"6%",65,"4%",188,"12%",1597,"2012","refrigerante"
"1587","CENTRO-OESTE",50,"MS",699,"27%",448,"17%",355,"14%",295,"12%",180,"7%",157,"6%",102,"4%",325,"13%",2561,"2012","refrigerante"
"1588","CENTRO-OESTE",51,"MT",972,"30%",641,"20%",452,"14%",323,"10%",155,"5%",111,"3%",96,"3%",504,"15%",3254,"2012","refrigerante"
"1589","TOTAL REGI√O CENTRO-OESTE",NA,"",2856,"31%",1674,"18%",1261,"14%",945,"10%",525,"6%",408,"4%",299,"3%",1201,"13%",9169,"2012","refrigerante"
"1590","NORDESTE",27,"AL",948,"47%",448,"22%",279,"14%",125,"6%",54,"3%",19,"1%",22,"1%",102,"5%",1997,"2012","refrigerante"
"1591","NORDESTE",29,"BA",1574,"44%",842,"24%",415,"12%",226,"6%",110,"3%",75,"2%",55,"2%",250,"7%",3547,"2012","refrigerante"
"1592","NORDESTE",23,"CE",1382,"44%",699,"22%",421,"13%",244,"8%",98,"3%",78,"2%",50,"2%",182,"6%",3154,"2012","refrigerante"
"1593","NORDESTE",21,"MA",495,"44%",321,"29%",114,"10%",79,"7%",27,"2%",27,"2%",15,"1%",46,"4%",1124,"2012","refrigerante"
"1594","NORDESTE",25,"PB",247,"27%",420,"46%",104,"11%",49,"5%",15,"2%",17,"2%",13,"1%",45,"5%",910,"2012","refrigerante"
"1595","NORDESTE",26,"PE",310,"42%",169,"23%",92,"13%",71,"10%",35,"5%",13,"2%",10,"1%",31,"4%",731,"2012","refrigerante"
"1596","NORDESTE",22,"PI",281,"39%",156,"22%",132,"18%",51,"7%",26,"4%",7,"1%",34,"5%",36,"5%",723,"2012","refrigerante"
"1597","NORDESTE",24,"RN",116,"51%",55,"24%",24,"11%",15,"7%",3,"1%",2,"1%",3,"1%",8,"4%",226,"2012","refrigerante"
"1598","NORDESTE",28,"SE",0,NA,1,"100%",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,"2012","refrigerante"
"1599","TOTAL REGI√O NORDESTE",NA,"",5353,"43%",3111,"25%",1581,"13%",860,"7%",368,"3%",238,"2%",202,"2%",700,"6%",12413,"2012","refrigerante"
"1600","NORTE",12,"AC",0,NA,1,"33%",0,NA,1,"33%",1,"33%",0,NA,0,NA,0,NA,3,"2012","refrigerante"
"1601","NORTE",13,"AM",91,"28%",63,"20%",49,"15%",40,"12%",20,"6%",8,"2%",11,"3%",39,"12%",321,"2012","refrigerante"
"1602","NORTE",16,"AP",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2012","refrigerante"
"1603","NORTE",15,"PA",1725,"41%",937,"22%",664,"16%",354,"8%",132,"3%",88,"2%",60,"1%",241,"6%",4201,"2012","refrigerante"
"1604","NORTE",11,"RO",2,"100%",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,"2012","refrigerante"
"1605","NORTE",14,"RR",3,"18%",4,"24%",5,"29%",2,"12%",0,NA,0,NA,0,NA,3,"18%",17,"2012","refrigerante"
"1606","NORTE",17,"TO",214,"32%",113,"17%",112,"17%",66,"10%",41,"6%",18,"3%",25,"4%",73,"11%",662,"2012","refrigerante"
"1607","TOTAL REGI√O NORTE",NA,"",2035,"39%",1118,"21%",830,"16%",463,"9%",194,"4%",114,"2%",96,"2%",356,"7%",5206,"2012","refrigerante"
"1608","SUDESTE",32,"ES",141,"39%",76,"21%",53,"15%",28,"8%",16,"4%",7,"2%",5,"1%",38,"10%",364,"2012","refrigerante"
"1609","SUDESTE",31,"MG",1663,"26%",1569,"24%",1022,"16%",693,"11%",352,"5%",243,"4%",195,"3%",682,"11%",6419,"2012","refrigerante"
"1610","SUDESTE",33,"RJ",519,"29%",301,"17%",245,"14%",163,"9%",69,"4%",62,"4%",55,"3%",346,"20%",1760,"2012","refrigerante"
"1611","SUDESTE",35,"SP",2757,"27%",2077,"20%",1643,"16%",882,"9%",441,"4%",333,"3%",221,"2%",1916,"19%",10270,"2012","refrigerante"
"1612","TOTAL REGI√O SUDESTE",NA,"",5080,"27%",4023,"21%",2963,"16%",1766,"9%",878,"5%",645,"3%",476,"3%",2982,"16%",18813,"2012","refrigerante"
"1613","SUL",41,"PR",659,"29%",540,"24%",367,"16%",211,"9%",91,"4%",61,"3%",49,"2%",267,"12%",2245,"2012","refrigerante"
"1614","SUL",43,"RS",211,"29%",152,"21%",114,"16%",67,"9%",21,"3%",22,"3%",21,"3%",125,"17%",733,"2012","refrigerante"
"1615","SUL",42,"SC",279,"29%",370,"39%",161,"17%",42,"4%",23,"2%",11,"1%",14,"1%",54,"6%",954,"2012","refrigerante"
"1616","TOTAL REGI√O SUL",NA,"",1149,"29%",1062,"27%",642,"16%",320,"8%",135,"3%",94,"2%",84,"2%",446,"11%",3932,"2012","refrigerante"
"1617","TOTAL BRASIL",NA,"",16473,"33%",10988,"22%",7277,"15%",4354,"9%",2100,"4%",1499,"3%",1157,"2%",5685,"11%",49533,"2012","refrigerante"
"1618","CENTRO-OESTE",53,"DF",228,"13%",180,"10%",270,"15%",235,"13%",116,"7%",85,"5%",73,"4%",570,"32%",1757,"2012","salada crua"
"1619","CENTRO-OESTE",52,"GO",148,"9%",124,"8%",175,"11%",213,"13%",132,"8%",109,"7%",88,"6%",608,"38%",1597,"2012","salada crua"
"1620","CENTRO-OESTE",50,"MS",225,"9%",205,"8%",325,"13%",394,"15%",228,"9%",208,"8%",184,"7%",792,"31%",2561,"2012","salada crua"
